key,label_fr,label_en,share,source,source_url,date_reference,notes
sant,Santé,Santé,0.215094,"DGCL/OFGL — Rapport 2025 (annexe 2F, agrégat sous «Santé, action sociale»)",https://www.collectivites-locales.gouv.fr/etudes-et-statistiques/rapports-de-lobservatoire-des-finances-et-de-la-gestion-publique-locales-ofgl,2024-12-31,"Sous-agrégat OFGL du groupe «Santé, action sociale», données 2024, total 114 M€."
action_sociale,Action sociale,Action sociale,0.784906,"DGCL/OFGL — Rapport 2025 (annexe 2F, agrégat sous «Santé, action sociale»)",https://www.collectivites-locales.gouv.fr/etudes-et-statistiques/rapports-de-lobservatoire-des-finances-et-de-la-gestion-publique-locales-ofgl,2024-12-31,"Sous-agrégat OFGL du groupe «Santé, action sociale», données 2024, total 416 M€."
