arrondissement,label,annee,logements_sociaux,residences_principales,source,source_url,licence
9,9e,2018,2343,34147,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
9,9e,2019,2406,34558,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2001,3743,48598,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2002,3861,49464,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2003,4235,49364,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2004,4280,49626,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2005,4356,49578,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2006,4727,49911,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2007,4928,50013,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2008,5189,50012,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2009,5323,50457,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2010,5460,50895,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2011,5570,50967,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2012,5638,51222,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2013,5992,51291,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2014,6498,51283,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2015,6818,51490,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2016,7234,51088,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2017,7566,51153,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2018,7676,51219,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
10,10e,2019,7860,51612,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2001,6945,85222,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2002,7311,85588,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2003,7552,85272,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2004,7775,84704,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2005,7995,84629,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2006,8337,85046,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2007,8610,85008,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2008,9155,85067,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2009,9281,84846,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2010,9702,85075,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2011,10171,85638,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2012,10397,86437,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2013,10502,86720,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2014,10942,86113,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2015,11269,86192,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2016,11537,85961,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2017,11851,85715,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2018,12002,86180,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
11,11e,2019,12172,86105,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2001,9684,73899,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2002,10040,74627,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2003,10714,74611,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2004,10856,73844,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2005,11716,74407,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2006,11643,74357,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2007,11787,74502,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2008,12142,74604,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2009,12275,74329,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2010,12496,74523,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2011,13729,74401,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2012,14262,74430,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2013,14673,75252,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2014,15016,75519,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2015,15848,75718,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2016,16833,75907,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2017,17010,75854,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2018,18808,75596,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
12,12e,2019,18828,76285,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2001,25762,86487,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2002,25842,86897,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2003,26375,87769,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2004,26567,88492,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2005,26602,88326,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2006,27200,87750,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2007,27446,87928,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2008,27583,87692,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2009,27920,87569,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2010,28329,88395,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2011,29117,87802,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2012,29384,88348,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2013,31585,89790,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2014,32029,90119,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2015,32738,89917,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2016,33800,90321,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2017,34411,90221,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2018,35307,89651,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
13,13e,2019,35583,90124,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2001,14022,71422,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2002,14188,72002,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2003,14153,73043,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2004,14225,72461,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2005,14281,72667,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2006,14334,72354,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2007,15287,72510,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2008,15380,72112,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2009,15678,71999,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2010,16044,71337,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2011,17136,71606,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2012,17180,71760,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2013,17231,71401,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2014,17752,71702,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2015,18267,71875,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2016,18711,71647,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2017,19122,71831,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2018,20197,72208,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
14,14e,2019,21085,73025,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2001,13918,125203,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2002,14252,125825,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2003,14578,125148,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2004,15540,124562,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2005,15646,124192,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2006,16289,123429,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2007,17091,122990,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2008,17235,123372,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2009,17469,123293,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2010,18197,124128,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2011,19090,124649,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2012,19207,124568,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2013,19966,125455,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2014,20488,125262,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2015,21102,125758,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2016,21603,125037,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2017,22147,125426,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2018,22577,126099,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
15,15e,2019,23800,126805,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2001,1473,84851,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2002,1828,84975,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2003,1847,83871,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2004,1875,83297,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2005,1919,83168,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2006,1966,83387,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2007,1955,83205,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2008,2044,82996,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2009,2081,82778,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2010,2236,83495,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2011,3091,83494,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2012,3113,83861,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2013,3114,83559,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2014,3174,83747,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2015,3654,83506,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2016,5086,83235,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2017,5761,82528,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2018,5923,83596,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
16,16e,2019,6177,85102,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2001,7684,87251,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2002,7841,87212,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2003,7938,86909,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2004,8160,86497,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2005,8387,87073,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2006,8743,87052,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2007,8951,87533,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2008,9107,87711,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2009,9103,87958,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2010,9241,88503,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2011,9867,89185,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2012,9956,89552,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2013,10631,90096,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2014,11223,90728,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2015,11685,90811,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2016,12538,91170,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2017,15128,90783,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2018,15182,91422,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
17,17e,2019,16040,92601,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2001,15710,103415,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2002,16260,102918,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2003,17004,103050,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2004,17304,102952,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2005,17676,102323,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2006,18196,101575,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2007,18372,102491,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2008,18547,101808,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2009,19129,103085,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2010,19481,102478,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2011,20000,102690,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2012,20404,102959,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2013,20670,103487,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2014,21308,103529,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2015,22174,103772,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
18,18e,2016,22396,102822,APUR - Chiffres du logement social 2001-2019 (inventaire SRU au 1er janvier),https://opendata.apur.org/datasets/Apur::logement-social20012019,ODbL
