projet_id,projet_year,projet_nom,projet_montant,projet_arr,numero_marche,fournisseur_nom,fournisseur_siret,marche_objet,marche_annee,marche_montant,score,label,reason
2024_18_51_021,2024,Porte de la Chapelle - Réaménagement JO 2024,13523054.39,18,20242024S00371,ARCADIS ESG,40150379200533,MOE RÉAMÉNAGEMENT DE LA PORTE DE LA CHAPELLE 3,2024,261200.0,0.9,confirmed,overlap=['chapelle']
2024_18_51_021,2024,Porte de la Chapelle - Réaménagement JO 2024,13523054.39,18,20222022T09784,TERIDEAL,32307786700212,SA4 VOIRIE ECLAIRAGE PUBLIC FEUX TRICOLORE PORTE CHAPELLE,2023,15935704.17,0.9,confirmed,overlap=['chapelle']
2024_18_51_021,2024,Porte de la Chapelle - Réaménagement JO 2024,13523054.39,18,20232023T03034,FREYSSINET FRANCE,33405736100308,SA3 TRAVAUX OUVRAGES ART REAMENAGEMENT PORTE CHAPELLE 18EME,2023,3556491.2,0.9,confirmed,overlap=['chapelle']
2024_18_51_021,2024,Porte de la Chapelle - Réaménagement JO 2024,13523054.39,18,20222022S01527,ARCADIS ESG,40150379200533,MOE RÉAMÉNAGEMENT DE LA PORTE DE LA CHAPELLE,2022,1151853.98,0.9,confirmed,overlap=['chapelle']
2024_18_51_021,2024,Porte de la Chapelle - Réaménagement JO 2024,13523054.39,18,20222022T09890,TERIDEAL AGRIGEX ENVIRONNEMENT,32534895100030,SA3 MSAC TVX AMENAGEMENT ESPACES VERTS PORTE DE LA CHAPELLE,2022,510070.49,0.9,confirmed,overlap=['chapelle']
2024_18_51_019,2024,Piscine Belliard,13205064.34,18,20232023T06374,BOUYGUES BATIMENT ILE DE FRANCE,43390083400188,SA4.TRVX CSTRUCT PISCINE 133 BIS R BELLIARD 75018 LOT 1,2023,18660000.0,0.9,confirmed,overlap=['belliard']
2023_18_51_023,2023,Aréna 2 - Construction,11982146.31,18,20212021T03704,EHTP,43998740500057,SA3_TVX RENOVATION NŒUD CHAPELLE LOCAL TECHNIQUE ARENA 2,2021,2750249.28,0.75,probable,overlap=['arena']
2023_18_51_023,2023,Aréna 2 - Construction,11982146.31,18,20212021T09387,CIE PARISIENNE DE CHAUFFAGE URBAIN,54209732400017,ARENA 2 : TRAVAUX DE RACCORDEMENT AU RÉSEAU CPCU,2021,496455.0,0.7,probable,overlap=['arena']
2024_18_51_020,2024,Porte de la Chapelle - rue de la Chapelle - rue Marx Dormoy - Rond Point,11948780.69,18,20242024S00371,ARCADIS ESG,40150379200533,MOE RÉAMÉNAGEMENT DE LA PORTE DE LA CHAPELLE 3,2024,261200.0,0.9,confirmed,overlap=['chapelle']
2024_18_51_020,2024,Porte de la Chapelle - rue de la Chapelle - rue Marx Dormoy - Rond Point,11948780.69,18,20222022T09784,TERIDEAL,32307786700212,SA4 VOIRIE ECLAIRAGE PUBLIC FEUX TRICOLORE PORTE CHAPELLE,2023,15935704.17,0.9,confirmed,overlap=['chapelle']
2024_18_51_020,2024,Porte de la Chapelle - rue de la Chapelle - rue Marx Dormoy - Rond Point,11948780.69,18,20232023T03034,FREYSSINET FRANCE,33405736100308,SA3 TRAVAUX OUVRAGES ART REAMENAGEMENT PORTE CHAPELLE 18EME,2023,3556491.2,0.9,confirmed,overlap=['chapelle']
2024_18_51_020,2024,Porte de la Chapelle - rue de la Chapelle - rue Marx Dormoy - Rond Point,11948780.69,18,20222022S01527,ARCADIS ESG,40150379200533,MOE RÉAMÉNAGEMENT DE LA PORTE DE LA CHAPELLE,2022,1151853.98,0.9,confirmed,overlap=['chapelle']
2024_18_51_020,2024,Porte de la Chapelle - rue de la Chapelle - rue Marx Dormoy - Rond Point,11948780.69,18,20222022T09890,TERIDEAL AGRIGEX ENVIRONNEMENT,32534895100030,SA3 MSAC TVX AMENAGEMENT ESPACES VERTS PORTE DE LA CHAPELLE,2022,510070.49,0.9,confirmed,overlap=['chapelle']
2023_18_51_028,2023,Réaménagement de la Porte Chapelle (JO 2024),11290856.2,18,20222022T09784,TERIDEAL,32307786700212,SA4 VOIRIE ECLAIRAGE PUBLIC FEUX TRICOLORE PORTE CHAPELLE,2023,15935704.17,0.9,confirmed,overlap=['chapelle']
2023_18_51_028,2023,Réaménagement de la Porte Chapelle (JO 2024),11290856.2,18,20232023T03034,FREYSSINET FRANCE,33405736100308,SA3 TRAVAUX OUVRAGES ART REAMENAGEMENT PORTE CHAPELLE 18EME,2023,3556491.2,0.9,confirmed,overlap=['chapelle']
2023_18_51_028,2023,Réaménagement de la Porte Chapelle (JO 2024),11290856.2,18,20222022S01527,ARCADIS ESG,40150379200533,MOE RÉAMÉNAGEMENT DE LA PORTE DE LA CHAPELLE,2022,1151853.98,0.9,confirmed,overlap=['chapelle']
2023_18_51_028,2023,Réaménagement de la Porte Chapelle (JO 2024),11290856.2,18,20222022T09890,TERIDEAL AGRIGEX ENVIRONNEMENT,32534895100030,SA3 MSAC TVX AMENAGEMENT ESPACES VERTS PORTE DE LA CHAPELLE,2022,510070.49,0.9,confirmed,overlap=['chapelle']
2023_18_51_028,2023,Réaménagement de la Porte Chapelle (JO 2024),11290856.2,18,20242024S00371,ARCADIS ESG,40150379200533,MOE RÉAMÉNAGEMENT DE LA PORTE DE LA CHAPELLE 3,2024,261200.0,0.9,confirmed,overlap=['chapelle']
2024_16_45_019,2024,Porte Maillot - Réaménagement,7108531.73,16,,,,,,,,no_match,aucun candidat score >= 0.60
2022_17_52_019,2022,Porte Maillot - Réaménagement,7097978.0,17,,,,,,,,no_match,aucun candidat score >= 0.60
2024_19_54_014,2024,Médiathèque James Baldwin,6622015.94,19,20232023F10342,VIDELIO,35009370400657,MS_INSTALLATION SON ET VIDEO MEDIATHEQUE J BALDWIN 19 EME,2023,181839.19,0.85,confirmed,overlap=['baldwin']
2023_19_54_016,2023,Médiathèque James Baldwin et Maison des Réfugiés Création,6540634.64,19,20232023F10342,VIDELIO,35009370400657,MS_INSTALLATION SON ET VIDEO MEDIATHEQUE J BALDWIN 19 EME,2023,181839.19,0.85,confirmed,overlap=['baldwin']
2022_09_24_010,2022,Eglise De La Trinite - Restauration du massif d'entrée,6476861.0,9,20212021T00307,LOUBIERE LA FORGE D'ART,35220000000029,SA4 RESTAURATION MASSIF ENTREE EGLISE TRINITE LOT5 SERRURERI,2021,662719.7,0.9,confirmed,overlap=['trinite']
2022_09_24_010,2022,Eglise De La Trinite - Restauration du massif d'entrée,6476861.0,9,20202020T06241,LEFEVRE SAS,35331873600017,SA4 TVX RESTAURATION MASSIF ENTREE EGLISE TRINITE LOT1,2020,14656080.1,0.9,confirmed,overlap=['trinite']
2022_09_24_010,2022,Eglise De La Trinite - Restauration du massif d'entrée,6476861.0,9,20202020T06247,TOLLIS,40081821700012,SA4 TVX RESTAURATION MASSIF ENTREE EGLISE TRINITE LOT2,2020,4325172.0,0.9,confirmed,overlap=['trinite']
2022_09_24_010,2022,Eglise De La Trinite - Restauration du massif d'entrée,6476861.0,9,20202020T06249,LE BRAS FRERES,32018244700054,SA4 TVX RESTAURATION MASSIF ENTREE EGLISE TRINITE LOT3,2020,1384208.71,0.9,confirmed,overlap=['trinite']
2022_09_24_010,2022,Eglise De La Trinite - Restauration du massif d'entrée,6476861.0,9,20191320008002,BRUNELLE,32406049000020,MS_MOE RESTAURAT° MASSIF EGLISE TRINITE,2019,754781.05,0.9,confirmed,overlap=['trinite']
2024_20_57_022,2024,Porte de Montreuil,6089661.57,20,,,,,,,,no_match,aucun candidat score >= 0.60
2023_05_12_023,2023,énergétiques et thermiques),5935705.45,5,20232023T04313,CLIPE,44078461900031,MODERNISATION DE LA REGULATION DE 22 CENTRES THERMIQUES,2023,1086597.0,0.85,confirmed,overlap=['thermiques']
2023_05_12_023,2023,énergétiques et thermiques),5935705.45,5,20232023T09378,ECOBAT 77,34948220800023,LOT3-AMÉLIORAT°PERFORMANCES THERMIQUES EM 41 TRAVERSIÈRE 12È,2023,85625.49,0.85,confirmed,overlap=['thermiques']
2023_05_12_023,2023,énergétiques et thermiques),5935705.45,5,20242024T03908,RST BTP,84149726600038,TRAVAUXPOUR L'AMELIORATION DES PERFORMANCES THERMIQUES D'UNE,2024,220707.98,0.85,confirmed,overlap=['thermiques']
2023_05_12_023,2023,énergétiques et thermiques),5935705.45,5,20222022T04620,ECOBAT 77,34948220800023,SECU./AMELIORAT° PERF ENERGETIQUES FACADES EM/CC DURANTI 11E,2022,116802.49,0.85,confirmed,overlap=['energetiques']
2023_05_12_023,2023,énergétiques et thermiques),5935705.45,5,20222022T04618,L ESSOR,54204382300013,SECU./AMELIORAT° PERF ENERGETIQUES FACADES EM/CC DURANTI 11E,2022,66296.0,0.85,confirmed,overlap=['energetiques']
2022_05_12_014,2022,"Piscine 19, rue de Pontoise - Travaux de rénovation",5730507.0,5,20222022T04166,LEFEVRE SAS,35331873600058,SA4 PISCINE PONTOISE RENOVATION ACCES ET BASSIN,2022,2698652.0,0.9,confirmed,overlap=['pontoise']
2022_19_59_018,2022,Maison des réfugiés,5508281.0,19,,,,,,,,no_match,aucun candidat score >= 0.60
2022_13_38_015,2022,"EE A 53, rue Baudricourt - Modernisation de la cuisine et du réfectoire",5301177.0,13,20191210000249,CONPAS INNOVATIVE,87995310700015,SUBSÉQUENT CONSTRUCTION CUISINE 53/61 BAUDRICOURT 75013,2019,46280.01,0.85,confirmed,overlap=['baudricourt']
2022_13_38_015,2022,"EE A 53, rue Baudricourt - Modernisation de la cuisine et du réfectoire",5301177.0,13,20191210000164,O B M CONSTRUCTION,34388930900047,CSP5 CCEPTION/REALISATION CUISINE CENTRALE RUE BAUDRICOURT,2019,10046418.0,0.85,confirmed,overlap=['baudricourt']
2023_20_57_020,2023,"Ecole élémentaire 75, boulevard Davout - Construction de 10 salles de classe",5293789.14,20,20222022S05488,INSTITUT FORMAT. ANIMAT. CONSEIL,33273739400244,SA2 LOT 2- GESTION EXPLOITATION EPJ DAVOUT ET TAOS 75020,2022,4652580.18,0.85,confirmed,overlap=['davout']
2022_20_62_033,2022,EE 73/75 Bd Davout - Construction de 10 classes,4797282.0,20,20222022S05488,INSTITUT FORMAT. ANIMAT. CONSEIL,33273739400244,SA2 LOT 2- GESTION EXPLOITATION EPJ DAVOUT ET TAOS 75020,2022,4652580.18,0.85,confirmed,overlap=['davout']
2024_09_24_013,2024,Eglise De La Trinite - Restauration du massif d'entrée,4496747.39,9,20212021T00307,LOUBIERE LA FORGE D'ART,35220000000029,SA4 RESTAURATION MASSIF ENTREE EGLISE TRINITE LOT5 SERRURERI,2021,662719.7,0.9,confirmed,overlap=['trinite']
2023_00_9_031,2023,Eglise Saint EustacheRestauration du massif d'entrée,4263319.04,0,,,,,,,,no_match,aucun candidat score >= 0.60
2024_13_36_014,2024,Eglise Sainte-Anne De La Butte-Aux-Cailles - Consolidation pérenne,4262446.31,13,20222022T02119,LEFEVRE SAS,35331873600058,SA4 EGLISE STE ANNE BUTTE AUX CAILLES LOT 1 GROS OEUVRE,2022,6164413.5,1.0,confirmed,"overlap=['anne', 'butte', 'cailles']"
2024_13_36_014,2024,Eglise Sainte-Anne De La Butte-Aux-Cailles - Consolidation pérenne,4262446.31,13,20222022T02120,STE LOUIS GENESTE ET SES FILS,86020025200093,SA4 EGLISE STE ANNE BUTTE AUX CAILLES LOT2 : MACONNERIE…,2022,1697781.97,1.0,confirmed,"overlap=['anne', 'butte', 'cailles']"
2024_13_36_014,2024,Eglise Sainte-Anne De La Butte-Aux-Cailles - Consolidation pérenne,4262446.31,13,20232023T10085,FRANCE EQUIPEMENT,39014075400024,TRVX CASIERS-CABINES PMR-PISC BUTTE AUX CAILLES 75013 PARIS,2023,70599.41,1.0,confirmed,"overlap=['butte', 'cailles']"
2024_13_36_014,2024,Eglise Sainte-Anne De La Butte-Aux-Cailles - Consolidation pérenne,4262446.31,13,20242024S12140,QUARTET,37964844700033,SA3_AC BC MS_ SPS RESTAURAT°PAYSAGERE BUTTE CHAUMONT_19ÈM,2024,1000000.0,0.7,probable,overlap=['butte']
2023_20_57_022,2023,Parc Python-Duvernois,4163920.27,20,20222022T10057,ENTREPRISE DE TRAVAUX PUBLICS EGA,64204779900027,SA3 TVX GENIE CIVIL TERRASSEMENT PARC PYTHON DUVERNOIS LOT1,2023,4493592.01,1.0,confirmed,"overlap=['duvernois', 'python']"
2023_20_57_022,2023,Parc Python-Duvernois,4163920.27,20,20222022T10065,ESPACE DECO,30752136900032,SA3 TVX PLANTATIONS TERRE VEGET. PARC PYTHON DUVERNOIS LOT 4,2023,1346835.91,1.0,confirmed,"overlap=['duvernois', 'python']"
2023_20_57_022,2023,Parc Python-Duvernois,4163920.27,20,20222022T10064,TERIDEAL,32307786700212,SA3 CREATION BASSIN VEGETALISE PARC PYTHON DUVERNOIS LOT3,2023,837532.2,1.0,confirmed,"overlap=['duvernois', 'python']"
2023_20_57_022,2023,Parc Python-Duvernois,4163920.27,20,20222022T10070,ENTREPRISE GENERALE DE CLOTURES,78495033900019,SA3 TVX SERRURERIE PARC PYTHON DUVERNOIS LOT5,2023,827253.0,1.0,confirmed,"overlap=['duvernois', 'python']"
2023_20_57_022,2023,Parc Python-Duvernois,4163920.27,20,20222022T10063,TERIDEAL SEGEX ENERGIES,78805646300151,SA3 TVX ARROSAGE EAU FONTAINERIE PARC PYTHON DUVERNOIS LOT2,2023,525238.0,1.0,confirmed,"overlap=['duvernois', 'python']"
2024_20_57_018,2024,Paul Meurice - Porte des Lilas - Crèche,3950640.0,20,20212021T00119,SMC2,45075840400047,SA4 CS PAUL MEURICE LOT1: STRUCT/CHARP.METAL/COUVERT/ETANCHE,2021,578986.9,1.0,confirmed,"overlap=['meurice', 'paul']"
2023_13_36_027,2023,Eglise Sainte Anne de la Butte-aux-Cailles - Consolidation perenne,3897786.69,13,20222022T02119,LEFEVRE SAS,35331873600058,SA4 EGLISE STE ANNE BUTTE AUX CAILLES LOT 1 GROS OEUVRE,2022,6164413.5,1.0,confirmed,"overlap=['anne', 'butte', 'cailles']"
2023_13_36_027,2023,Eglise Sainte Anne de la Butte-aux-Cailles - Consolidation perenne,3897786.69,13,20222022T02120,STE LOUIS GENESTE ET SES FILS,86020025200093,SA4 EGLISE STE ANNE BUTTE AUX CAILLES LOT2 : MACONNERIE…,2022,1697781.97,1.0,confirmed,"overlap=['anne', 'butte', 'cailles']"
2023_13_36_027,2023,Eglise Sainte Anne de la Butte-aux-Cailles - Consolidation perenne,3897786.69,13,20232023T10085,FRANCE EQUIPEMENT,39014075400024,TRVX CASIERS-CABINES PMR-PISC BUTTE AUX CAILLES 75013 PARIS,2023,70599.41,1.0,confirmed,"overlap=['butte', 'cailles']"
2023_13_36_027,2023,Eglise Sainte Anne de la Butte-aux-Cailles - Consolidation perenne,3897786.69,13,20232023T02231,SOLETANCHE BACHY FRANCE,71203015400611,SA3-LOT1 TVX CONSOLIDATION SOLS PARIS RIVE DROITE 78 93 95,2023,12000000.0,0.85,confirmed,overlap=['consolidation']
2023_09_24_019,2023,Eglise de la Sainte-Trinité - Travaux de rénovation du massif d'entrée,3713587.41,9,20212021T00307,LOUBIERE LA FORGE D'ART,35220000000029,SA4 RESTAURATION MASSIF ENTREE EGLISE TRINITE LOT5 SERRURERI,2021,662719.7,0.9,confirmed,overlap=['trinite']
2023_09_24_019,2023,Eglise de la Sainte-Trinité - Travaux de rénovation du massif d'entrée,3713587.41,9,20202020T06241,LEFEVRE SAS,35331873600017,SA4 TVX RESTAURATION MASSIF ENTREE EGLISE TRINITE LOT1,2020,14656080.1,0.9,confirmed,overlap=['trinite']
2023_09_24_019,2023,Eglise de la Sainte-Trinité - Travaux de rénovation du massif d'entrée,3713587.41,9,20202020T06247,TOLLIS,40081821700012,SA4 TVX RESTAURATION MASSIF ENTREE EGLISE TRINITE LOT2,2020,4325172.0,0.9,confirmed,overlap=['trinite']
2023_09_24_019,2023,Eglise de la Sainte-Trinité - Travaux de rénovation du massif d'entrée,3713587.41,9,20202020T06249,LE BRAS FRERES,32018244700054,SA4 TVX RESTAURATION MASSIF ENTREE EGLISE TRINITE LOT3,2020,1384208.71,0.9,confirmed,overlap=['trinite']
2023_14_39_019,2023,ZAC Saint Vincent de Paul - Création d'une école,3686659.02,14,20201210004032,CIEC,43305622300152,MS TVX CHANGEMENT ENERGIE CT PRESBYTÈRE SAINT VINCENT DE PAU,2020,95219.85,0.85,confirmed,overlap=['vincent']
2023_14_39_019,2023,ZAC Saint Vincent de Paul - Création d'une école,3686659.02,14,20232023T03315,FRANCILIENNE PEINTURE REVETEMENT,38346487200050,TRAVAUX RAVALEMENT MUR PIGNON CC SAINT-PAUL PARIS 4ÈME,2023,63312.62,0.7,probable,overlap=['paul']
2022_07_18_009,2022,Etablissements de petite enfance Rue de l'Université - Construction d'une crèche,3299129.0,7,20222022S03615,LA MAISON BLEUE,78902556600033,SA2 GESTION/EXPLOI. ETAB.PETITE ENFANCE - LOT5: MARINIERS,2022,5448547.74,1.0,confirmed,"overlap=['enfance', 'petite']"
2022_07_18_009,2022,Etablissements de petite enfance Rue de l'Université - Construction d'une crèche,3299129.0,7,20222022S03616,FONDATION LEOPOLD BELLAN,77567216500013,SA2 GESTION/EXPLOI. ETAB.PETITE ENFANCE - LOT6: RUE EMERIAU,2022,2199784.44,1.0,confirmed,"overlap=['enfance', 'petite']"
2022_07_18_009,2022,Etablissements de petite enfance Rue de l'Université - Construction d'une crèche,3299129.0,7,20222022S03614,PEOPLE AND BABY,47918275000667,SA2 GESTION/EXPLOI. ETAB.PETITE ENFANCE - LOT4: RUE J. GIONO,2022,1663123.02,1.0,confirmed,"overlap=['enfance', 'petite']"
2022_07_18_009,2022,Etablissements de petite enfance Rue de l'Université - Construction d'une crèche,3299129.0,7,20222022S09034,LYCEE TECHNOLOGIQUE DIDEROT,19750712200046,SA1 CAP ACCOMPAGNANT EDUCATIF PETITE ENFANCE PAR LA VAE,2022,400000.0,1.0,confirmed,"overlap=['enfance', 'petite']"
2022_07_18_009,2022,Etablissements de petite enfance Rue de l'Université - Construction d'une crèche,3299129.0,7,20212021S03527,LA MAISON BLEUE RESEAU,79919601900027,SA2 ACBC PLACES ACCUEIL ETABLISSTS PRIVES PETITE ENFANCE RG3,2021,32023869.99,1.0,confirmed,"overlap=['enfance', 'petite']"
2022_08_21_015,2022,Eglise Sainte-Marie-Madeleine - Restauration de l'ensemble des façades,3259407.0,8,20212021T00588,SPMG,84115124400024,SA4 RESTAURATION FACADE SUD EGLISE MADELEINE LOT2: MARBRERIE,2021,257798.05,0.9,confirmed,overlap=['madeleine']
2022_08_21_015,2022,Eglise Sainte-Marie-Madeleine - Restauration de l'ensemble des façades,3259407.0,8,20232023S03703,1090 ARCHITECTES,80352183000015,MO RESTAURATION FACADES EGLISE DE LA MADELEINE,2023,630720.0,0.85,confirmed,overlap=['madeleine']
2022_08_21_015,2022,Eglise Sainte-Marie-Madeleine - Restauration de l'ensemble des façades,3259407.0,8,20232023S06120,BUREAU D ETUDES ET DE CONSEILS EN,40353972900034,CSPS RESTAURAT° FACADES OUEST/NORD/EST EGLISE LA MADELEINE,2023,90945.0,0.85,confirmed,overlap=['madeleine']
2022_08_21_015,2022,Eglise Sainte-Marie-Madeleine - Restauration de l'ensemble des façades,3259407.0,8,20232023T07124,PROCHALOR,78432563100108,MODERNISATION GENIE CLIMATIQUE EGLISE DE LA MADELEINE,2023,339090.91,0.85,confirmed,overlap=['madeleine']
2024_20_57_015,2024,Parc Python Duvernois,3231990.68,20,20222022T10057,ENTREPRISE DE TRAVAUX PUBLICS EGA,64204779900027,SA3 TVX GENIE CIVIL TERRASSEMENT PARC PYTHON DUVERNOIS LOT1,2023,4493592.01,1.0,confirmed,"overlap=['duvernois', 'python']"
2024_20_57_015,2024,Parc Python Duvernois,3231990.68,20,20222022T10065,ESPACE DECO,30752136900032,SA3 TVX PLANTATIONS TERRE VEGET. PARC PYTHON DUVERNOIS LOT 4,2023,1346835.91,1.0,confirmed,"overlap=['duvernois', 'python']"
2024_20_57_015,2024,Parc Python Duvernois,3231990.68,20,20222022T10064,TERIDEAL,32307786700212,SA3 CREATION BASSIN VEGETALISE PARC PYTHON DUVERNOIS LOT3,2023,837532.2,1.0,confirmed,"overlap=['duvernois', 'python']"
2024_20_57_015,2024,Parc Python Duvernois,3231990.68,20,20222022T10070,ENTREPRISE GENERALE DE CLOTURES,78495033900019,SA3 TVX SERRURERIE PARC PYTHON DUVERNOIS LOT5,2023,827253.0,1.0,confirmed,"overlap=['duvernois', 'python']"
2024_20_57_015,2024,Parc Python Duvernois,3231990.68,20,20222022T10063,TERIDEAL SEGEX ENERGIES,78805646300151,SA3 TVX ARROSAGE EAU FONTAINERIE PARC PYTHON DUVERNOIS LOT2,2023,525238.0,1.0,confirmed,"overlap=['duvernois', 'python']"
2023_13_36_029,2023,Ecole élémentaire 53 rue Baudricourt - Modernisation de la cuisine centrale et du réfectoire,2992309.14,13,20232023T03258,IDEM CUISINES,41273540900044,TVX MODERNISATION ÉQUIPEMENTS CUISINE CENTRALE EM 68 ROCHECH,2023,158690.0,0.85,confirmed,overlap=['centrale']
2023_13_36_029,2023,Ecole élémentaire 53 rue Baudricourt - Modernisation de la cuisine centrale et du réfectoire,2992309.14,13,20232023S12432,RH + ARCHITECTURE,43368478400047,MAÎTRISE D'OEUVRE CRÉATION CUISINE CENTRALE,2024,632320.26,0.85,confirmed,overlap=['centrale']
2023_13_36_029,2023,Ecole élémentaire 53 rue Baudricourt - Modernisation de la cuisine centrale et du réfectoire,2992309.14,13,decp-2025T13154,,34137565700036,Transformation de l'école maternelle Paul Dubois en cuisine centrale - CVC - Plomberie - CFO/CFA,2025,1577926.01,0.85,confirmed,overlap=['centrale']
2023_13_36_029,2023,Ecole élémentaire 53 rue Baudricourt - Modernisation de la cuisine centrale et du réfectoire,2992309.14,13,decp-2025T13155,,34137565700036,Transformation de l'école maternelle Paul Dubois en cuisine centrale - Cuisine,2025,1254418.04,0.85,confirmed,overlap=['centrale']
2023_13_36_029,2023,Ecole élémentaire 53 rue Baudricourt - Modernisation de la cuisine centrale et du réfectoire,2992309.14,13,decp-2025T13152,,82363386200029,Transformation de l'école maternelle Paul Dubois en cuisine centrale - Structure - fondations - GO - VRD - Ravalement - Couverture,2025,1067008.47,0.85,confirmed,overlap=['centrale']
2024_15_42_015,2024,Parc Andre Citroen - Rénovation du Grand Canal,2967076.57,15,20232023T07507,TERIDEAL,32307786700212,SA3.ACBC.TRVX RENOV (FONTAINERIE SERRURIE)PARC ANDRE CITROEN,2023,2399279.62,1.0,confirmed,"overlap=['andre', 'citroen']"
2024_15_42_015,2024,Parc Andre Citroen - Rénovation du Grand Canal,2967076.57,15,20242024S06339,ATELIER PARISIEN D URBANISME,78423753900068,DIAGNOSTIC GRAND PARC URBAIN PARIS NORD EST - APUR,2024,60830.0,0.7,probable,overlap=['grand']
2023_08_21_013,2023,Eglise Sainte-Marie-Madeleine - Restauration de l'ensemble des façades,2954066.97,8,20212021T00588,SPMG,84115124400024,SA4 RESTAURATION FACADE SUD EGLISE MADELEINE LOT2: MARBRERIE,2021,257798.05,0.9,confirmed,overlap=['madeleine']
2023_08_21_013,2023,Eglise Sainte-Marie-Madeleine - Restauration de l'ensemble des façades,2954066.97,8,20232023S03703,1090 ARCHITECTES,80352183000015,MO RESTAURATION FACADES EGLISE DE LA MADELEINE,2023,630720.0,0.85,confirmed,overlap=['madeleine']
2023_08_21_013,2023,Eglise Sainte-Marie-Madeleine - Restauration de l'ensemble des façades,2954066.97,8,20232023S06120,BUREAU D ETUDES ET DE CONSEILS EN,40353972900034,CSPS RESTAURAT° FACADES OUEST/NORD/EST EGLISE LA MADELEINE,2023,90945.0,0.85,confirmed,overlap=['madeleine']
2023_08_21_013,2023,Eglise Sainte-Marie-Madeleine - Restauration de l'ensemble des façades,2954066.97,8,20232023T07124,PROCHALOR,78432563100108,MODERNISATION GENIE CLIMATIQUE EGLISE DE LA MADELEINE,2023,339090.91,0.85,confirmed,overlap=['madeleine']
2023_08_21_013,2023,Eglise Sainte-Marie-Madeleine - Restauration de l'ensemble des façades,2954066.97,8,20232023F02911,COUGNAUD,89229832400013,SA3 ACBC LOCATION BUNGALOWS POUR ENSEMBLE DIRECTIONS LOT 1,2023,3000000.0,0.65,probable,overlap=['ensemble']
2022_00_9_017,2022,"Eglise Saint Eustache - Restauration du massif d'entrée, autres travaux",2900408.0,0,20212021T07167,UNION TECHNIQUE DU BATIMENT,57206414500145,SA4 RESTAURATION EGLISE ST EUSTACHE - LOT3 : COUVERTURE,2021,313621.8,0.85,confirmed,overlap=['eustache']
2022_00_9_017,2022,"Eglise Saint Eustache - Restauration du massif d'entrée, autres travaux",2900408.0,0,20212021T07169,CHAPUIS,31715729500021,SA4 RESTAURATION EGLISE ST EUSTACHE - LOT5 : MENUISERIES B/P,2021,258472.94,0.85,confirmed,overlap=['eustache']
2022_00_9_017,2022,"Eglise Saint Eustache - Restauration du massif d'entrée, autres travaux",2900408.0,0,20212021T07165,SOCIETE NOUVELLE PRADEAU MORIN,80869888000065,SA4 ACBC RESTAUR EGLISE ST EUSTACHE LOT1:INSTA.CHANTIER/ECHA,2021,4661377.59,0.7,probable,overlap=['eustache']
2022_00_9_017,2022,"Eglise Saint Eustache - Restauration du massif d'entrée, autres travaux",2900408.0,0,20212021T07168,ATELIERS ENACHE,79278122100017,SA4 ACBC RESTAUR. EGLISE ST EUSTACHE -LOT4: RESTAUR SCULPTUR,2021,367852.46,0.65,probable,overlap=['eustache']
2023_00_9_030,2023,Eglise Saint Gervais-Saint-Protais - Clocher et bras nord du transept,2852192.95,0,20222022T04457,ATELIERS COURAGEUX,48026717800014,SA4 RESTAURATION EGLISE ST-GERVAIS-ST-PROTAIS - LOT8 VITRAIL,2022,85191.0,1.0,confirmed,"overlap=['gervais', 'protais']"
2023_00_9_030,2023,Eglise Saint Gervais-Saint-Protais - Clocher et bras nord du transept,2852192.95,0,20222022T05400,TOLLIS,40081821700012,SA4 TVX RESTAURATION AUTELS TRANSEPT EGLISE ST MERRY,2022,264710.0,0.9,confirmed,overlap=['transept']
2023_00_9_030,2023,Eglise Saint Gervais-Saint-Protais - Clocher et bras nord du transept,2852192.95,0,20222022S04351,WAGON-LANDSCAPING,52197887400027,SA3 - MOE AMENAGEMENT PLACE SAINT-GERVAIS EN JARDIN MEMORIEL,2022,433725.0,0.85,confirmed,overlap=['gervais']
2023_00_9_030,2023,Eglise Saint Gervais-Saint-Protais - Clocher et bras nord du transept,2852192.95,0,20232023S06120,BUREAU D ETUDES ET DE CONSEILS EN,40353972900034,CSPS RESTAURAT° FACADES OUEST/NORD/EST EGLISE LA MADELEINE,2023,90945.0,0.7,probable,overlap=['nord']
2023_14_39_021,2023,ZAC Saint Vincent de Paul - Création d'un Gymnase,2630512.98,14,20201210004032,CIEC,43305622300152,MS TVX CHANGEMENT ENERGIE CT PRESBYTÈRE SAINT VINCENT DE PAU,2020,95219.85,0.85,confirmed,overlap=['vincent']
2023_14_39_021,2023,ZAC Saint Vincent de Paul - Création d'un Gymnase,2630512.98,14,20232023T03315,FRANCILIENNE PEINTURE REVETEMENT,38346487200050,TRAVAUX RAVALEMENT MUR PIGNON CC SAINT-PAUL PARIS 4ÈME,2023,63312.62,0.7,probable,overlap=['paul']
2024_13_36_018,2024,Bruneseau Nord - 8 classes - Construction,2521846.13,13,decp-2025T01435,,58208178200424,"Travaux de signalisation horizontale, verticale et de jalonnement à Paris - Travaux de signalisation horizontale, verticale et de jalonnement dans les arrondissements du Nord-Ouest (8ème, 17ème et 18ème) et du Centre (Paris Centre, 9ème et 10ème), boulevard périphérique, tunnels et voies sur berges de la Ville de Paris",2025,7528487.8,0.7,probable,overlap=['nord']
