annee,section,sens_flux,chapitre_code,chapitre_libelle,nature_code,nature_libelle,fonction_code,montant,source_page,source_pdf
2023,Investissement,Dépense,900,Services généraux,203,"Frais d'études, recherche, développement",020,3373000.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,203,"Frais d'études, recherche, développement",025,481259.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,203,"Frais d'études, recherche, développement",028,12357799.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,204,Subventions d'équipement versées,020,150000.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,204,Subventions d'équipement versées,028,30000000.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,205,"Licences, procédés, droits similaires",020,3791457.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,212,Agencements et aménagements de terrains,025,554361.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,213,Constructions,025,332100.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,215,"Installat°, matériel, outillage techniq.",020,595000.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,215,"Installat°, matériel, outillage techniq.",025,180466.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,020,10273543.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,022,100000.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,024,47000.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,025,100030.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,231,Immobilisations corporelles en cours,020,30505000.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,231,Immobilisations corporelles en cours,024,138000.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,231,Immobilisations corporelles en cours,025,1919284.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,232,Immobilisations incorporelles en cours,020,27496500.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,238,Avances commandes immo corporelles,020,15000000.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Recette,900,Services généraux,132,Subv inv rattachées aux actifs non amort,020,848500.0,118,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,031,10000.0,119,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,238,Avances commandes immo corporelles,0342,5800000.0,119,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,900,Services généraux,204,Subventions d'équipement versées,06,740000.0,120,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,901,Sécurité,203,"Frais d'études, recherche, développement",11,20000.0,122,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,901,Sécurité,204,Subventions d'équipement versées,12,7664886.0,122,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,901,Sécurité,204,Subventions d'équipement versées,18,12312778.0,122,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,901,Sécurité,205,"Licences, procédés, droits similaires",10,8000.0,122,bp-2023-editique-bg_partie01-QLeA.pdf
2023,Investissement,Dépense,901,Sécurité,205,"Licences, procédés, droits similaires",11,5000.0,122,bp-2023-editique-bg_partie01-QLeA.pdf
