annee,section,sens_flux,chapitre_code,chapitre_libelle,nature_code,nature_libelle,fonction_code,montant,source_page,source_pdf
2025,Investissement,Dépense,900,Services généraux,203,"Frais d'études, recherche, développement",020,8898000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,203,"Frais d'études, recherche, développement",024,26000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,203,"Frais d'études, recherche, développement",025,3820000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,203,"Frais d'études, recherche, développement",028,20000000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,204,Subventions d'équipement versées,020,1300000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,205,"Licences, procédés, droits similaires",020,8755000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,212,Agencements et aménagements de terrains,025,30000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,213,Constructions,020,80000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,215,"Installat°, matériel, outillage techniq.",020,18910000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,215,"Installat°, matériel, outillage techniq.",025,50000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,020,12221250.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,022,255000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,024,15000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,231,Immobilisations corporelles en cours,020,30132000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,231,Immobilisations corporelles en cours,024,1669000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,231,Immobilisations corporelles en cours,028,45000000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,232,Immobilisations incorporelles en cours,020,26115000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Recette,900,Services généraux,134,Fonds affectés à l'équipement non amort.,020,540000.0,119,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,031,10000.0,120,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,238,Avances commandes immo corporelles,0342,5611953.0,120,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Recette,900,Services généraux,132,Subv inv rattachées aux actifs non amort,0342,349993.0,120,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,900,Services généraux,204,Subventions d'équipement versées,041,1278500.0,121,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,901,Sécurité,203,"Frais d'études, recherche, développement",11,250000.0,123,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,901,Sécurité,204,Subventions d'équipement versées,12,10021600.0,123,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,901,Sécurité,204,Subventions d'équipement versées,18,3338400.0,123,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,901,Sécurité,213,Constructions,11,60000.0,123,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,901,Sécurité,215,"Installat°, matériel, outillage techniq.",11,2570000.0,123,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,901,Sécurité,218,Autres immobilisations corporelles,10,160000.0,123,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,901,Sécurité,218,Autres immobilisations corporelles,11,210000.0,123,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,901,Sécurité,231,Immobilisations corporelles en cours,10,60000.0,123,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,901,Sécurité,231,Immobilisations corporelles en cours,11,2590000.0,123,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,901,Sécurité,231,Immobilisations corporelles en cours,12,2694000.0,123,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,901,Sécurité,454,Travaux effectués d'office,13,1000000.0,123,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Recette,901,Sécurité,454,Travaux effectués d'office,13,1000000.0,123,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",203,"Frais d'études, recherche, développement",23,30000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",203,"Frais d'études, recherche, développement",201,160000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",203,"Frais d'études, recherche, développement",211,2441827.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",203,"Frais d'études, recherche, développement",212,425000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",203,"Frais d'études, recherche, développement",222,7150000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",203,"Frais d'études, recherche, développement",223,700000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",204,Subventions d'équipement versées,222,9600000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",212,Agencements et aménagements de terrains,211,2000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",215,"Installat°, matériel, outillage techniq.",222,367500.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",218,Autres immobilisations corporelles,23,15000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",218,Autres immobilisations corporelles,211,1400000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",218,Autres immobilisations corporelles,212,178000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",218,Autres immobilisations corporelles,222,200000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",231,Immobilisations corporelles en cours,23,755000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",231,Immobilisations corporelles en cours,24,70000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",231,Immobilisations corporelles en cours,201,3338600.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",231,Immobilisations corporelles en cours,211,47787319.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
2025,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",231,Immobilisations corporelles en cours,212,13940000.0,124,bp-2025-editique-premiere-parite-bg-weCs.pdf
