annee,section,sens_flux,chapitre_code,chapitre_libelle,nature_code,nature_libelle,fonction_code,montant,source_page,source_pdf
2022,Investissement,Dépense,900,Services généraux,203,"Frais d'études, recherche, développement",020,5093000.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,203,"Frais d'études, recherche, développement",025,197960.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,203,"Frais d'études, recherche, développement",028,23636897.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,204,Subventions d'équipement versées,020,300000.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,204,Subventions d'équipement versées,028,24752095.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,205,"Licences, procédés, droits similaires",020,3627500.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,212,Agencements et aménagements de terrains,025,660000.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,213,Constructions,025,270000.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,215,"Installat°, matériel, outillage techniq.",020,600000.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,215,"Installat°, matériel, outillage techniq.",025,220000.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,020,13648865.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,022,100000.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,024,70000.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,025,81480.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,231,Immobilisations corporelles en cours,020,33810813.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,231,Immobilisations corporelles en cours,024,136000.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,231,Immobilisations corporelles en cours,025,2138317.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,232,Immobilisations incorporelles en cours,020,24744389.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,238,Avances commandes immo corporelles,020,30000000.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Recette,900,Services généraux,132,Subv inv rattachées aux actifs non amort,020,270000.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Recette,900,Services généraux,132,Subv inv rattachées aux actifs non amort,025,85751.0,118,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,031,7500.0,119,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,238,Avances commandes immo corporelles,0342,5505073.0,119,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Recette,900,Services généraux,131,Subv inv rattachées aux actifs amort,0342,325756.0,119,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Recette,900,Services généraux,133,Fonds affectés à l'équipement amort.,0342,303328.0,119,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,900,Services généraux,204,Subventions d'équipement versées,06,1331755.0,120,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,203,"Frais d'études, recherche, développement",11,20000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,204,Subventions d'équipement versées,12,7800000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,204,Subventions d'équipement versées,18,12200000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,205,"Licences, procédés, droits similaires",10,5000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,205,"Licences, procédés, droits similaires",11,4000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,213,Constructions,10,25000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,213,Constructions,11,603000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,215,"Installat°, matériel, outillage techniq.",11,648000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,218,Autres immobilisations corporelles,10,120000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,218,Autres immobilisations corporelles,11,1021000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,231,Immobilisations corporelles en cours,10,70000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,231,Immobilisations corporelles en cours,11,1500000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,231,Immobilisations corporelles en cours,12,2142000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,901,Sécurité,454,Travaux effectués d'office,13,1000000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Recette,901,Sécurité,454,Travaux effectués d'office,13,1000000.0,122,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",203,"Frais d'études, recherche, développement",213,18650000.0,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",203,"Frais d'études, recherche, développement",221,240000.0,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",204,Subventions d'équipement versées,221,2300000.0,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",204,Subventions d'équipement versées,222,200000.0,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",218,Autres immobilisations corporelles,213,454400.0,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",218,Autres immobilisations corporelles,221,355000.0,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",231,Immobilisations corporelles en cours,212,945200.0,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",231,Immobilisations corporelles en cours,213,24859900.0,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",231,Immobilisations corporelles en cours,221,11291500.0,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",458,Opérations sous mandat,222,200000.0,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Recette,902,"Enseignement, formation professionnelle et apprentissage",132,Subv inv rattachées aux actifs non amort,213,945416.0,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Recette,902,"Enseignement, formation professionnelle et apprentissage",133,Fonds affectés à l'équipement amort.,212,320638.65,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Recette,902,"Enseignement, formation professionnelle et apprentissage",133,Fonds affectés à l'équipement amort.,213,11101760.4,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Recette,902,"Enseignement, formation professionnelle et apprentissage",133,Fonds affectés à l'équipement amort.,221,7048745.72,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Recette,902,"Enseignement, formation professionnelle et apprentissage",458,Opérations sous mandat,222,200000.0,123,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",203,"Frais d'études, recherche, développement",23,51876.0,124,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",204,Subventions d'équipement versées,23,26980437.0,124,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",215,"Installat°, matériel, outillage techniq.",23,34000.0,124,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",218,Autres immobilisations corporelles,23,105000.0,124,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",218,Autres immobilisations corporelles,254,35500.0,124,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",231,Immobilisations corporelles en cours,23,3914000.0,124,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",203,"Frais d'études, recherche, développement",29,7995000.0,125,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",218,Autres immobilisations corporelles,29,200000.0,125,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",218,Autres immobilisations corporelles,284,106500.0,125,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",231,Immobilisations corporelles en cours,29,3320000.0,125,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,902,"Enseignement, formation professionnelle et apprentissage",231,Immobilisations corporelles en cours,284,142000.0,125,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,903,"Culture, vie sociale, jeunesse, sports et loisirs",203,"Frais d'études, recherche,",30,70000.0,126,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,903,"Culture, vie sociale, jeunesse, sports et loisirs",203,"Frais d'études, recherche,",311,1280000.0,126,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,903,"Culture, vie sociale, jeunesse, sports et loisirs",203,"Frais d'études, recherche,",312,540000.0,126,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,903,"Culture, vie sociale, jeunesse, sports et loisirs",203,"Frais d'études, recherche,",314,293249.0,126,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,903,"Culture, vie sociale, jeunesse, sports et loisirs",204,Subventions d'équipement,311,4433333.33,126,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,903,"Culture, vie sociale, jeunesse, sports et loisirs",204,Subventions d'équipement,312,70000.0,126,1654e867ca0ef70cbbab53e821cd9dc0.pdf
2022,Investissement,Dépense,903,"Culture, vie sociale, jeunesse, sports et loisirs",204,Subventions d'équipement,314,6228000.0,126,1654e867ca0ef70cbbab53e821cd9dc0.pdf
