annee,section,sens_flux,chapitre_code,chapitre_libelle,nature_code,nature_libelle,fonction_code,montant,source_page,source_pdf
2021,Investissement,Dépense,900,Services généraux,203,"Frais d'études, recherche, développement",020,5648000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,203,"Frais d'études, recherche, développement",025,220000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,203,"Frais d'études, recherche, développement",028,12073772.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,204,Subventions d'équipement versées,020,300000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,204,Subventions d'équipement versées,024,20000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,204,Subventions d'équipement versées,028,75000000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,205,"Licences, procédés, droits similaires",020,4100000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,212,Agencements et aménagements de terrains,025,880000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,213,Constructions,025,60000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,215,"Installat°, matériel, outillage techniq.",020,800000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,215,"Installat°, matériel, outillage techniq.",025,210000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,020,13383108.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,022,340000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,024,80000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,025,100000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,231,Immobilisations corporelles en cours,020,31129679.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,231,Immobilisations corporelles en cours,024,410000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,231,Immobilisations corporelles en cours,025,3210000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,232,Immobilisations incorporelles en cours,020,18615000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,238,Avances commandes immo corporelles,020,5000000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Recette,900,Services généraux,132,Subv inv rattachées aux actifs non amort,020,5642500.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Recette,900,Services généraux,132,Subv inv rattachées aux actifs non amort,025,198000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Recette,900,Services généraux,133,Fonds affectés à l'équipement amort.,020,1050000.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Recette,900,Services généraux,133,Fonds affectés à l'équipement amort.,025,402500.0,116,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,218,Autres immobilisations corporelles,031,125000.0,117,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,238,Avances commandes immo corporelles,0342,5726228.0,117,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,900,Services généraux,204,Subventions d'équipement versées,041,1180000.0,118,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,901,Sécurité,204,Subventions d'équipement versées,12,11500000.0,120,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,901,Sécurité,204,Subventions d'équipement versées,18,8500000.0,120,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,901,Sécurité,205,"Licences, procédés, droits similaires",10,5000.0,120,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,901,Sécurité,205,"Licences, procédés, droits similaires",11,6000.0,120,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,901,Sécurité,213,Constructions,10,30000.0,120,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,901,Sécurité,213,Constructions,11,115000.0,120,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,901,Sécurité,215,"Installat°, matériel, outillage techniq.",11,60000.0,120,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,901,Sécurité,218,Autres immobilisations corporelles,10,130000.0,120,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,901,Sécurité,218,Autres immobilisations corporelles,11,59000.0,120,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,901,Sécurité,231,Immobilisations corporelles en cours,10,95000.0,120,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,901,Sécurité,231,Immobilisations corporelles en cours,12,2142000.0,120,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Dépense,901,Sécurité,454,Travaux effectués d'office,13,1400000.0,120,7afb2a3b598405ef955f947999fcdbd5.pdf
2021,Investissement,Recette,901,Sécurité,454,Travaux effectués d'office,13,1400000.0,120,7afb2a3b598405ef955f947999fcdbd5.pdf
